timestamp,index,x_norm,y_norm,label,x_int,y_int
2026-04-13 18:04:16.907,0,0.288616,-0.301859,1,289,-302
2026-04-13 18:04:16.907,1,0.621898,0.622969,0,622,623
2026-04-13 18:04:16.907,2,-0.081378,0.395787,1,-81,396
2026-04-13 18:04:16.907,3,-0.866135,0.351234,0,-866,351
2026-04-13 18:04:16.907,4,0.484901,-0.109684,1,485,-110
2026-04-13 18:04:16.907,5,-0.941477,-0.147956,0,-941,-148
2026-04-13 18:04:16.907,6,-0.414977,-0.229797,1,-415,-230
2026-04-13 18:04:16.907,7,0.452433,0.114045,1,452,114
2026-04-13 18:04:16.907,8,0.396168,0.906349,0,396,906
2026-04-13 18:04:16.907,9,0.493994,0.794654,0,494,795
2026-04-13 18:04:16.907,10,0.751964,-0.596792,0,752,-597
2026-04-13 18:04:16.907,11,-0.724163,-0.589279,0,-724,-589
2026-04-13 18:04:16.907,12,0.065970,-0.517755,1,66,-518
2026-04-13 18:04:16.907,13,0.221676,-0.357880,1,222,-358
2026-04-13 18:04:16.907,14,0.718193,-0.670436,0,718,-670
2026-04-13 18:04:16.907,15,-0.382798,-0.307469,1,-383,-307
2026-04-13 18:04:16.907,16,-0.204372,0.936390,0,-204,936
2026-04-13 18:04:16.907,17,-0.969075,-0.296659,0,-969,-297
2026-04-13 18:04:16.907,18,-0.903455,0.172200,0,-903,172
2026-04-13 18:04:16.907,19,0.325757,-0.227027,1,326,-227
2026-04-13 18:04:16.907,20,0.079706,-0.987037,0,80,-987
2026-04-13 18:04:16.907,21,1.000000,-0.098650,0,1000,-99
2026-04-13 18:04:16.907,22,-0.266581,0.897728,0,-267,898
2026-04-13 18:04:16.907,23,0.966199,-0.255929,0,966,-256
2026-04-13 18:04:16.907,24,-0.188595,-0.431896,1,-189,-432
2026-04-13 18:04:16.907,25,0.403581,-0.226928,1,404,-227
2026-04-13 18:04:16.907,26,-0.361819,-0.060375,1,-362,-60
2026-04-13 18:04:16.907,27,0.272626,0.234228,1,273,234
2026-04-13 18:04:16.907,28,-0.174148,0.413883,1,-174,414
2026-04-13 18:04:16.907,29,-0.490887,-0.120538,1,-491,-121
2026-04-13 18:04:16.907,30,-0.143983,-0.900688,0,-144,-901
2026-04-13 18:04:16.907,31,0.811550,0.392141,0,812,392
2026-04-13 18:04:16.907,32,-0.775821,-0.507714,0,-776,-508
2026-04-13 18:04:16.907,33,0.166315,-0.383466,1,166,-383
2026-04-13 18:04:16.907,34,-0.208131,-0.497569,1,-208,-498
2026-04-13 18:04:16.907,35,0.356260,-0.134918,1,356,-135
2026-04-13 18:04:16.907,36,-0.958662,0.256331,0,-959,256
2026-04-13 18:04:16.907,37,0.022782,-0.382231,1,23,-382
2026-04-13 18:04:16.907,38,0.971884,0.103944,0,972,104
2026-04-13 18:04:16.907,39,-0.012492,-0.456711,1,-12,-457
2026-04-13 18:04:16.907,40,-0.417621,0.093573,1,-418,94
2026-04-13 18:04:16.907,41,-0.324805,0.312521,1,-325,313
2026-04-13 18:04:16.907,42,-0.094195,0.906927,0,-94,907
2026-04-13 18:04:16.907,43,0.239200,0.387196,1,239,387
2026-04-13 18:04:16.907,44,0.348056,-0.267113,1,348,-267
2026-04-13 18:04:16.907,45,0.232040,0.407009,1,232,407
2026-04-13 18:04:16.907,46,0.193474,-0.962256,0,193,-962
2026-04-13 18:04:16.907,47,-0.290976,-0.290317,1,-291,-290
2026-04-13 18:04:16.907,48,0.470867,-0.881508,0,471,-882
2026-04-13 18:04:16.907,49,-0.918975,-0.395700,0,-919,-396
2026-04-13 18:04:16.907,50,-0.007756,0.481254,1,-8,481
2026-04-13 18:04:16.907,51,0.336980,0.890676,0,337,891
2026-04-13 18:04:16.907,52,-0.202682,0.326753,1,-203,327
2026-04-13 18:04:16.907,53,-0.494406,-0.825470,0,-494,-825
2026-04-13 18:04:16.907,54,-0.417654,0.112363,1,-418,112
2026-04-13 18:04:16.907,55,-0.373212,0.273166,1,-373,273
2026-04-13 18:04:16.907,56,-0.524700,0.788233,0,-525,788
2026-04-13 18:04:16.907,57,-0.659283,-0.811372,0,-659,-811
2026-04-13 18:04:16.907,58,0.611133,0.708099,0,611,708
2026-04-13 18:04:16.907,59,-0.288043,-0.974399,0,-288,-974
2026-04-13 18:04:16.907,60,0.861343,-0.466171,0,861,-466
2026-04-13 18:04:16.907,61,-0.486896,0.002113,1,-487,2
2026-04-13 18:04:16.907,62,0.813861,0.429433,0,814,429
2026-04-13 18:04:16.907,63,0.377754,0.235099,1,378,235
2026-04-13 18:04:16.907,64,0.319047,0.295945,1,319,296
2026-04-13 18:04:16.907,65,0.279512,0.232885,1,280,233
2026-04-13 18:04:16.907,66,0.449729,-0.011231,1,450,-11
2026-04-13 18:04:16.907,67,-0.311898,-0.265694,1,-312,-266
2026-04-13 18:04:16.907,68,-0.390006,0.015344,1,-390,15
2026-04-13 18:04:16.907,69,-0.588851,0.714858,0,-589,715
2026-04-13 18:04:16.907,70,0.789145,0.528672,0,789,529
2026-04-13 18:04:16.907,71,0.883832,0.186789,0,884,187
2026-04-13 18:04:16.907,72,-0.743945,-0.651504,0,-744,-652
2026-04-13 18:04:16.907,73,0.344315,-0.014913,1,344,-15
2026-04-13 18:04:16.907,74,0.152254,0.418681,1,152,419
2026-04-13 18:04:16.907,75,0.859336,-0.444604,0,859,-445
2026-04-13 18:04:16.907,76,-0.812846,0.570397,0,-813,570
2026-04-13 18:04:16.907,77,-0.064312,-0.425980,1,-64,-426
2026-04-13 18:04:16.907,78,-0.424549,0.182478,1,-425,182
2026-04-13 18:04:16.907,79,-0.216025,-0.382720,1,-216,-383
2026-04-13 18:04:16.907,80,0.424426,0.175108,1,424,175
2026-04-13 18:04:16.907,81,-0.184610,0.305654,1,-185,306
2026-04-13 18:04:16.907,82,0.136640,0.964304,0,137,964
2026-04-13 18:04:16.907,83,-1.000000,0.032868,0,-1000,33
2026-04-13 18:04:16.907,84,-0.376961,0.885786,0,-377,886
2026-04-13 18:04:16.907,85,0.183766,-0.303495,1,184,-303
2026-04-13 18:04:16.907,86,0.324113,-0.972043,0,324,-972
2026-04-13 18:04:16.907,87,-0.067237,-1.000000,0,-67,-1000
2026-04-13 18:04:16.907,88,-0.822341,0.431766,0,-822,432
2026-04-13 18:04:16.907,89,0.610106,-0.785293,0,610,-785
2026-04-13 18:04:16.907,90,0.404922,-0.807463,0,405,-807
2026-04-13 18:04:16.907,91,-0.356622,-0.145633,1,-357,-146
2026-04-13 18:04:16.907,92,0.061277,1.000000,0,61,1000
2026-04-13 18:04:16.907,93,-0.361954,-0.913248,0,-362,-913
2026-04-13 18:04:16.907,94,-0.005160,0.458410,1,-5,458
2026-04-13 18:04:16.907,95,-0.208021,0.360177,1,-208,360
2026-04-13 18:04:16.907,96,-0.702335,0.617906,0,-702,618
2026-04-13 18:04:16.907,97,0.016685,0.415054,1,17,415
2026-04-13 18:04:16.907,98,0.108880,-0.515689,1,109,-516
2026-04-13 18:04:16.907,99,0.941671,0.003887,0,942,4
